epoch,train_loss,val_loss,spearman_rho,pred_std
1,0.21789616147645932,0.06067459441658319,-0.004902696241574518,5.0279822971788235e-06
2,0.05520134160057257,0.018156752893295002,-0.004632969321535508,6.8962749537604395e-06
3,0.04744684971824573,0.017131958064480864,-0.004628865279286522,6.595224476768635e-06
4,0.04373430613350038,0.016489621227274577,-0.0047536717289717164,6.157742973300628e-06
5,0.04034757503557624,0.015990642664745418,-0.004744611060168881,5.6014118854363915e-06
6,0.036218716801241495,0.015565333750004262,-0.004861246602949078,4.998851181881037e-06
7,0.032080021399594344,0.015217370815647596,-0.004851147460153283,4.416287993080914e-06
8,0.028729900025745377,0.015103936002504724,-0.004894789826277924,3.813591320067644e-06
9,0.026005404290357727,0.01481950654410665,-0.005088451757763803,3.2366576760978205e-06
10,0.023154171752376097,0.014462704920763127,-0.005700716955373144,2.7033629521611147e-06
11,0.02128507307481347,0.014365688827827428,-0.006191514856813776,2.1061377992737107e-06
12,0.019015043156860315,0.014300331889479595,-0.007156437184345451,1.5671548680984415e-06
13,0.017337884026301067,0.014161343186284855,-0.008461975098034858,1.160763304142165e-06
14,0.016328182689796467,0.014010503172762236,-0.010391443428656609,8.574789376325498e-07
15,0.015442206527526977,0.014008976792046409,-0.011081566374689267,6.829457674939476e-07
16,0.014855574449430187,0.013943597640471657,-0.00948926172251176,6.439509547817579e-07
17,0.014400100002926196,0.013927902792562015,-0.005429639588796279,6.855741503386525e-07
18,0.014224256774288456,0.013897896945069755,-0.001803029224347762,7.609123144902696e-07
19,0.0140631388525698,0.013902367993600135,-0.0006896932932128564,8.312889008266211e-07
20,0.013941976357196467,0.013918403677518442,0.00022725163839029807,9.070162150237593e-07
21,0.013863972132510626,0.01389496042508577,0.0002894044226537343,9.52777497786883e-07
22,0.013855699712780526,0.013898795288831117,-0.0030088802897249764,7.915393211987976e-07
23,0.01383613398199849,0.013884898943748824,-0.002896687335264824,7.280864338099491e-07
24,0.013821201479330702,0.013883965879510404,-0.00023386948406719203,7.726164312771289e-07
25,0.013814303724742212,0.013895403848599221,-0.0004571953858421223,7.813101774445386e-07
26,0.013813066679679247,0.013883910089576922,0.005071917156892573,4.333393519573292e-07
27,0.013804571616285398,0.013892987693341729,0.0049627566973958455,3.243600303903804e-07
28,0.013803976681755559,0.013886074548114382,0.005679284198651005,3.215243111753807e-07
29,0.013806996994470966,0.013887124833924703,0.0023383163478708233,1.7996201506775833e-07
30,0.013803804070599071,0.013885154594863924,0.0016675712365334912,1.7610732072625979e-07
31,0.01380098180288398,0.013888825233154885,0.0009660886916550206,1.842704904220227e-07
32,0.013802133426058525,0.013888336317149082,0.00044249197712343727,1.7579846200987959e-07
33,0.01380401187096227,0.013884862658112148,0.0019523512010011642,1.6381774514684366e-07
34,0.013801800174761947,0.013883135661688537,-0.0015180648332481835,1.4712853158016514e-07
35,0.013802496478508586,0.013882814819162117,0.0019333088189537944,1.4452274399445741e-07
36,0.013801910842008769,0.013887656512452511,0.002095335718332751,1.4993452168710064e-07
37,0.013804283970280206,0.013890881646584672,-0.0003423085865447011,1.34275808250095e-07
38,0.013800554028921155,0.013902183733751941,0.0010521195747122834,1.4906116518886847e-07
39,0.013803809657365617,0.013891133450259226,0.0009027692100919079,1.5624412696979562e-07
40,0.013799515342708662,0.013913736999815709,0.004073810407102206,8.576206766974792e-08
41,0.01380584551916251,0.013882128858443784,0.008635590042370174,1.158011428969985e-07
42,0.013801396550604233,0.013892161764805318,0.004665110564828086,9.864132266557135e-08
43,0.0138024823885653,0.013882739537789748,0.0005286135930686719,1.0237488368147751e-07
44,0.013801913857191175,0.01389557453515876,0.0009806594575650109,9.311872162243162e-08
45,0.013803186379010714,0.013885767200560192,-0.0004955220834263777,6.960596010685549e-08
46,0.013801570947550572,0.013882654270488601,0.0013632142113525112,6.35270041016156e-08
47,0.01380383553860664,0.013892921162953301,0.008143918152227436,5.259521174139081e-08
48,0.013801810963434096,0.013884515568478414,-0.01576087369281599,3.095366096772523e-08
49,0.013802123656376593,0.013900934821120392,-0.011191951484339907,2.1267592131835045e-08
50,0.013801662274731301,0.013882112419007712,-0.0037425090673906844,8.791705852218001e-08
51,0.013803728025641549,0.013897467730143132,0.0005663654831546989,1.2391813797307805e-08
52,0.013801479331066626,0.013886813472945899,0.002755771192309498,3.422463024094213e-08
53,0.013802385653752237,0.013890148802380747,-0.006888850452590288,5.450005602369856e-08
54,0.013801922429625352,0.013888142112283675,-0.006230776012350768,5.2494439017891636e-08
55,0.013801282637024659,0.013885227506872176,-0.0048580378270514195,8.51833164006166e-08
56,0.013801303333601385,0.013892252944996636,-0.012403076722029905,8.017789099312722e-08
57,0.01380162797973453,0.013887230712472737,0.0002611133781484546,7.482540098635582e-08
58,0.0137985486848146,0.013883439129657381,0.0020598089936341036,7.471544449799694e-08
59,0.013802790832549455,0.013888663974373477,-0.001226040909588024,3.292984729341697e-08
60,0.013801227441477782,0.013884456162546958,-0.0006246901383149872,5.112547540875312e-08
61,0.013802299287391094,0.013882326921854305,4.1397248457064666e-05,4.334965808538982e-08
62,0.013803055788707988,0.013888454943741045,-0.01318696399088497,5.5334837156806316e-08
63,0.013801216991787182,0.013886519015457214,-0.015732437452720363,1.0186181498283986e-07
64,0.013801850636256201,0.013888095279060863,-0.023572751924654686,4.898187810908894e-08
65,0.013803469160922949,0.013885341702741555,-3.399590416105974e-05,1.3128600073741836e-07
66,0.013801679612760694,0.013894887051361274,-0.01455576435054275,5.827120830304011e-08
67,0.013801850965594307,0.013885779742877387,-0.0038744176655919433,1.7753761127892176e-08
68,0.013800849166126283,0.01388474108413409,0.00436298438304463,1.5352624416209437e-07
69,0.013799162035101366,0.013887774749800146,-0.00013587255686027034,5.256871205006064e-08
70,0.01380106873104859,0.013887241815287266,0.0026881292809827345,8.354483327366324e-08
