trial_id,hidden_dims,dropout_rate,lr,weight_decay,batch_size,mean_val_mse,std_val_mse,mean_val_rho,std_val_rho
0,"(16,)",0.460669,1.60e-04,1.21e-05,32,0.009725,0.000419,0.604785,0.019188
1,"(256, 64)",0.319817,5.95e-05,1.38e-02,128,0.007284,0.000093,0.680732,0.003919
2,"(128, 32)",0.510540,5.60e-05,3.08e-05,128,0.007600,0.000130,0.672666,0.003897
3,"(256, 64)",0.636896,1.04e-04,4.87e-02,256,0.008133,0.000751,0.659613,0.031970
4,"(32, 16)",0.144730,4.75e-04,1.23e-02,128,0.007622,0.000077,0.664424,0.002386
5,"(256, 64)",0.138135,3.38e-05,2.00e-04,128,0.007380,0.000081,0.673574,0.003365
6,"(128, 32)",0.115251,1.53e-05,1.34e-05,256,0.008429,0.000093,0.619688,0.004940
7,"(256, 128, 32)",0.584872,1.19e-04,3.06e-02,128,0.007849,0.000083,0.671246,0.002819
8,"(16,)",0.104171,7.37e-05,4.67e-04,256,0.008778,0.000129,0.621876,0.006023
