dataset,model_type,fold,n_images,spearman_rho,spearman_p,mse,pred_std,checkpoint
things,clip_hba_mem,,26106,0.3100386985768855,0.0,0.01039575133472681,0.0592685341835022,./models/clip_hba_mem_fold10_20260406_022914.pth
