dataset,model_type,fold,n_images,spearman_rho,spearman_p,mse,pred_std,checkpoint
things,clip_hba_mem,,26106,0.3055137836636948,0.0,0.010810915380716324,0.05988253653049469,./models/clip_hba_mem_fold5_20260406_020504.pth
