dataset,model_type,fold,n_images,spearman_rho,spearman_p,mse,pred_std,checkpoint
things,clip_hba_mem,,26106,0.31323954393945447,0.0,0.010179292410612106,0.057886477559804916,./models/clip_hba_mem_fold1_20260406_014520.pth
