trial_id,hidden_dims,dropout_rate,lr,weight_decay,batch_size,mean_val_mse,std_val_mse,mean_val_rho,std_val_rho
0,"(16,)",0.460669,1.60e-04,1.21e-05,32,0.009681,0.000189,0.592580,0.006987
1,"(256, 64)",0.319817,5.95e-05,1.38e-02,128,0.007861,0.000077,0.647499,0.002581
2,"(128, 32)",0.510540,5.60e-05,3.08e-05,128,0.008120,0.000076,0.640802,0.003308
3,"(256, 64)",0.636896,1.04e-04,4.87e-02,256,0.008052,0.000143,0.645590,0.004821
4,"(32, 16)",0.144730,4.75e-04,1.23e-02,128,0.008214,0.000167,0.629585,0.004954
5,"(256, 64)",0.138135,3.38e-05,2.00e-04,128,0.007977,0.000058,0.638880,0.002047
6,"(128, 32)",0.115251,1.53e-05,1.34e-05,256,0.009004,0.000048,0.590293,0.001956
7,"(256, 128, 32)",0.584872,1.19e-04,3.06e-02,128,0.008476,0.000059,0.637794,0.003318
8,"(16,)",0.104171,7.37e-05,4.67e-04,256,0.009119,0.000060,0.600392,0.002966
