dataset,model_type,fold,n_images,spearman_rho,spearman_p,mse,pred_std,checkpoint
things,clip_hba_mem,,26106,0.3094802724057849,0.0,0.010513407178223133,0.059932928532361984,./models/clip_hba_mem_fold3_20260406_015442.pth
