epoch,train_loss,val_loss,spearman_rho,pred_std
1,0.6159436250690535,0.0660496980505918,0.14125596921640343,0.21717388927936554
2,0.1372148663736003,0.04741909370822221,0.19226396322953557,0.13887199759483337
3,0.0773593811338734,0.040184387035380346,0.22337879792838616,0.11553987860679626
4,0.057981823529238086,0.03381516544921555,0.2352258926450357,0.10595501959323883
5,0.04991379411552706,0.034265677387068406,0.2702028407651503,0.09963404387235641
6,0.04378485814517742,0.02735892797352417,0.2952502173748201,0.10018939524888992
7,0.03991355655693245,0.02304865479887766,0.3238629252228823,0.10101862996816635
8,0.03746445671747873,0.022062813967190495,0.35117612709112467,0.09896747022867203
9,0.03444446492875898,0.020372259827137255,0.3675878932755148,0.09819130599498749
10,0.03266600955068448,0.018930669548998143,0.378236430350566,0.09680112451314926
11,0.030756986242665516,0.01789079905012146,0.39150968039392287,0.09619329869747162
12,0.029562670833354912,0.016916801171698165,0.4081186358411953,0.09569453448057175
13,0.028137241991936394,0.015926924574176906,0.42549548937914394,0.09580226242542267
14,0.027187214647064698,0.01520446006116315,0.4386964854936488,0.09671591222286224
15,0.026019627220196937,0.014798109297493632,0.4412858072756005,0.09424514323472977
16,0.0247618954068802,0.015330342762932008,0.45086710313773976,0.09152968227863312
17,0.02427493387691216,0.013540305657494037,0.45781993253732145,0.09423188865184784
18,0.023570654547332332,0.013478363038879093,0.4655511489180287,0.09251253306865692
19,0.022762662656009104,0.013289422837998057,0.469397551134991,0.09166066348552704
20,0.021958675051992275,0.01332343434771756,0.4794139534776243,0.09056573361158371
21,0.0213043987382803,0.012303018305423793,0.48303892496187817,0.09172698855400085
22,0.02087267338037304,0.012273090653084066,0.49051225606157683,0.08972813934087753
23,0.020010106404644214,0.012309269534244521,0.5005437610841471,0.08905097842216492
24,0.019495632437504604,0.011966330710837076,0.5072038387431683,0.08903440833091736
25,0.018893430029063397,0.011200797510022724,0.5032904553573164,0.08874467015266418
26,0.01852869391932284,0.01097872310937863,0.513346231294731,0.08917175978422165
27,0.017906086268631088,0.010896736322304541,0.5197188981012386,0.08762487769126892
28,0.01758221250961371,0.010874535937527335,0.5252834636489643,0.08571227639913559
29,0.016964600390220158,0.010712239961132552,0.533598062418613,0.08632057905197144
30,0.01655824289689028,0.010401588005189392,0.5407845160229591,0.08662055432796478
31,0.016122712612276,0.010301563607959545,0.5437839030173657,0.084820955991745
32,0.015668626726526975,0.010151045628074366,0.5492137179433952,0.08465598523616791
33,0.01568342285458107,0.010099157256754842,0.5553385157944327,0.08371318876743317
34,0.01506171144538065,0.009810476160599758,0.5576784009090907,0.08360094577074051
35,0.014751716782544937,0.009728391096638799,0.5627605681875544,0.0824931189417839
36,0.014448802011712315,0.009476201255184226,0.567583686432163,0.08345197141170502
37,0.013974616867158438,0.009521521534975284,0.5739479913804862,0.08147884160280228
38,0.013938423525512798,0.009366855135752672,0.5782831468993492,0.0814637690782547
39,0.013510278652585484,0.009187833089550948,0.5845697056795771,0.0827060118317604
40,0.01316778870620322,0.009085335862271402,0.5842300991735722,0.08160959184169769
41,0.012947912837294228,0.009081079651770227,0.5898515574014865,0.07928641885519028
42,0.012777569026086897,0.00904815386896611,0.595099059498022,0.0792529433965683
43,0.012557979338256812,0.00880275581792993,0.598989551127795,0.08072312921285629
44,0.012289893712029024,0.008876498388538531,0.6043504038893412,0.07969028502702713
45,0.012107230042018859,0.008792840464231752,0.6069684428706499,0.07955417782068253
46,0.011764515380678709,0.008731080298050467,0.610899881073682,0.07847806066274643
47,0.011358267635838772,0.008540102826261319,0.6123497068910267,0.0789957270026207
48,0.011324073246744197,0.008549000233573098,0.615874072115429,0.07753067463636398
49,0.011007242325832469,0.00841644935129876,0.6187414390797497,0.07862036675214767
50,0.010791137540706524,0.008395305490761219,0.6224422012688795,0.07849521189928055
51,0.010756325114028634,0.008442207944708294,0.6253302808460295,0.07661616057157516
52,0.010532346559068347,0.008226024109670313,0.627582929952212,0.07782669365406036
53,0.010467139033265798,0.00819171894345214,0.6305369208231972,0.07794226706027985
54,0.01015847805241058,0.008075157930279062,0.6333645591848248,0.07981371134519577
55,0.010026444993377816,0.008068458855404612,0.6362599451454017,0.07879135757684708
56,0.00993184727310648,0.008038115688545,0.6378073186699292,0.07646921277046204
57,0.009805510926946114,0.008036801155222914,0.640169491497304,0.0766567587852478
58,0.009759800562972293,0.007921094381974284,0.6415739170775597,0.07843272387981415
59,0.009576301778025825,0.007900435198712094,0.6443278186115645,0.07795613259077072
60,0.009465709355682285,0.007879557156105998,0.6464729552528476,0.07747949659824371
61,0.009332606930707666,0.007804936006697959,0.6477082185617111,0.07844370603561401
62,0.00920849252091256,0.007779511221274523,0.6482166162690797,0.07740423828363419
63,0.00917253549353041,0.007868420586906372,0.6511758111344896,0.07517602294683456
64,0.00910677803767384,0.007779928557235767,0.6525282096389752,0.0757145881652832
65,0.008904950242638028,0.007751524581941815,0.6543968455652611,0.07595179975032806
66,0.00892040934407827,0.007656936764899451,0.6569600252197884,0.07740660756826401
67,0.00866326710248993,0.007720897543168962,0.6576451229713248,0.07680614292621613
68,0.00864739732183855,0.007722732390370308,0.6597732483654887,0.07751339673995972
69,0.008605677045351067,0.007561381614337736,0.6605894119517106,0.07790663838386536
70,0.0085044565876805,0.007602921781747607,0.6614573890396322,0.07757234573364258
71,0.008391022219450909,0.00751073654024512,0.6618976145054891,0.07937078177928925
72,0.008435635328068418,0.007501963805378063,0.6632132517965623,0.07728509604930878
73,0.008370557471181686,0.007482229726132476,0.6640289689670074,0.07759477943181992
74,0.008343053150864784,0.007447629739773808,0.6659079917924906,0.0773945301771164
75,0.008259979890531456,0.007460026694376958,0.6667798652410224,0.07641497254371643
76,0.008190353884784535,0.007508911230406456,0.6672396957515585,0.07549025863409042
77,0.00812484217082347,0.007408425268013724,0.6677117035334491,0.07714123278856277
78,0.00814464762789359,0.007396197148721757,0.6690770187205933,0.0773506611585617
79,0.008090348720958485,0.007372432932196869,0.6698147417376036,0.07731655985116959
80,0.008063978435933955,0.007388201270136745,0.6705335821553772,0.07788923382759094
81,0.00796280772073687,0.007565553484476955,0.6715382064420229,0.07279886305332184
82,0.007964172397611899,0.007402632644696317,0.6716677413759594,0.07484009116888046
83,0.007915219710511514,0.007340919848848257,0.6719304078668925,0.07622207701206207
84,0.007848888102908343,0.00735568794283629,0.6723200760505981,0.07517685741186142
85,0.007878853385268024,0.007307888022973165,0.6737431145975553,0.07735322415828705
86,0.007764497402193949,0.007300269313958471,0.6743727898807264,0.07710456103086472
87,0.007746019547061184,0.007330400061539097,0.6743818284836242,0.07474783807992935
88,0.007806497499619087,0.007285472744059462,0.6746268350572189,0.07857751101255417
89,0.0076831399613905465,0.007268443433927319,0.6751180147291834,0.08010867238044739
90,0.007631253374545859,0.007273039914396421,0.6752586233113692,0.07634198665618896
91,0.007652382887981699,0.007334350366034327,0.6759658127236475,0.07856043428182602
92,0.007589626238205925,0.00724772598499746,0.6765711556995027,0.07764609903097153
93,0.007574924518850144,0.007239445383538637,0.6771967168934198,0.07728525251150131
94,0.007509907508566438,0.0073000361247541655,0.6775284439026549,0.07556694746017456
95,0.007487968725783813,0.0072271951831056665,0.6780255685868338,0.07748700678348541
96,0.0074987257227353025,0.007286307553327921,0.676838280263987,0.07510923594236374
97,0.0074797298440404045,0.007206505947668312,0.6785768120510072,0.07888038456439972
98,0.007489611253266261,0.007211141487578258,0.6783992943219135,0.0782686397433281
99,0.0074796308200791185,0.00718396961829848,0.6783063949469307,0.08060995489358902
100,0.007394724428784634,0.0071951504659397425,0.6786415349418605,0.07976721227169037
101,0.007383838894706574,0.0071919145190268334,0.6792707701511334,0.08128666132688522
102,0.0073005700488886025,0.00721122974171594,0.6795463233142732,0.07725156843662262
103,0.007361890532626912,0.007204299742384581,0.6795038008013997,0.07636527717113495
104,0.0073168595588278314,0.007194083711324691,0.6800170401052215,0.0768202394247055
105,0.007332751846831066,0.00720341909345991,0.6798077955801752,0.07686275243759155
106,0.007323191276040474,0.007194212321361517,0.6802907721201423,0.07611384242773056
107,0.007265677483612686,0.007180153319491164,0.680950210604061,0.07773882150650024
108,0.007209645472741637,0.0071768425142022555,0.6802883694757325,0.07783903926610947
109,0.0072358138204686945,0.007179603439992148,0.6807321280344129,0.07970951497554779
110,0.007191502026556651,0.007193186700257587,0.6810355039734909,0.07532120496034622
111,0.007162650161082931,0.007170954479560943,0.6810659750126682,0.07792385667562485
112,0.007138645899013634,0.007148419985220954,0.6817020792868361,0.07873274385929108
113,0.007136851706365863,0.007162865277895237,0.6813493820205381,0.07766427844762802
114,0.007062879466262635,0.007172594310094523,0.6814582514147518,0.07678432762622833
115,0.007115385709911968,0.007187569438668911,0.6814194089692922,0.07647962868213654
116,0.007042938031859352,0.007177637654009202,0.6820690626487921,0.07664291560649872
